utterance,request,importance
can you find information about the options for delivery?,13,2
tell me about user account deletions,1,2
how do I close my profile?,1,2
"i wanna know if i could modify my order, please",0,0
I need informatoin about the cancellation penalty,20,2
I've got no account and I want to create one,8,1
I am calling to check when my delivery is going to arrive,7,1
"I bought an item and i'd like to modify my order, please",0,0
"someone stole my password, what do I have to do  to recover it ?",12,1
is it possible to sign up to your corporate newsletter?,18,2
what do i need to do to create an account,8,0
I want ot contact a person,14,2
"my user account was hacked, how do I recover it?",12,1
I want to file a complaint,9,1
where do I check my packages?,3,2
can you show me information about your reimbursement policy ?,16,1
tell me if I can make a payment with credit card,21,2
"I want to view the status of my reimbursement, what should I do?",22,1
"i dont have an account, how can i create one?",8,0
"ive got o online account, what can i do?",8,0
can you help me checking what payment methods are available?,21,2
I need assistance to check when will my item arrive,7,2
information about donwloading some bills,2,2
"my online account's been hacked, how do I get it back?",12,1
I need help to report an issue with payments,5,2
can you tell me about your refund policy?,16,1
help me checking at what time customer service available is,10,2
"the show was cancelled and I'd like to obain a fucking reimbursement, please",11,1
want assistance trying to correct my shipping address,24,2
help me delete my user account,1,2
"my online account has been hacked, what should i do to get it back?",12,0
I do not know how I can report payment issues,5,1
how to make an order,26,2
assistance to edit my personal information,19,2
ask an agent if i can see the fucking status of my refund,22,0
"i have no user account, can u register?",8,0
"you arent helping, i need help talking to a person",14,0
customer service working hours,10,2
how do I receive the newsletter?,18,2
I would like to check if there is any updates on my refund,22,1
where can I check your refund policy?,16,2
I need help downloading an bill,2,2
can I lodge a consumer complaint for a service?,9,2
i have a problem when trying o pay and i want to notify it,5,0
"I get an error when I try to pay for my online order, what do I have to do?",5,1
"I can't find my bill, how do I view it?",17,1
"the event was postponed, what can I do to obtain a reimbursement?",11,1
ive got no account and i wanna open one,8,0
how can I get an invoice?,2,2
I do not know how I can switch to another account,6,1
"the show was cancelled, get a refund",11,1
"I wanna know how I can obtain a fucking invoice, please",2,1
"I want information , contact Customer Support",10,2
i want to talk toan person,14,0
how do I notify problems paying?,5,2
I want help to edit my account,19,2
how do i leave an opinion for a service?,23,0
help me tracking the last order,3,2
"I have a problem paying for my order, I need help notifying it",5,1
I need help obtaining some bills,2,2
can you tell me if I can register several online accounts with a single email?,8,2
I have a problem paying for my order and I want to notify it,5,1
is it possible to check the invoice from my last purchase?,15,1
"someone stole my account password, what do I have to do to recover it?",12,1
can you help me buying something?,26,2
i want to know if i can create several fucking online accounts with the same email address,8,0
I want help to contact customer service,10,2
help me check when will my item arrive,7,2
help me switching to another account,6,2
how can I make changes to my profile?,19,2
could u ask an agent where i could obtain a fucking refund?,11,0
I'm tryying to see the early exit fees,20,2
"I want to solve a payment problem, what can I do?",5,1
can you tell me if I can register more than one profile with the same email?,8,2
"I have a problem paying for my online order, can I  report it?",5,1
"I'm discontent with the service, can you make a consumer complaint?",9,1
"I have no shipping address, how can I set it up?",4,1
"you're not helping, can I talk to someone?",14,1
ask an agent if there is a newsletter to keep me up-to-date,18,2
"I got a error message when I attempted to pay, but my card was charged anyway, what should I do?",5,1
"I want to use my other account, what do I have to do to switch them?",6,1
"i dont want my profile, whyat do i have to do to cancel it?",1,0
information about changing the shipping address,24,2
I want to know if I can register two user accounts with the same email,8,1
"I lost my bill, help me check it",17,1
could you help me remove some items from an order?,0,2
I do not know what I need to do to get refunds,11,1
"please, could you ask an agent if I could receive a refund?",11,1
"i dont understand you, i need help talking to a person",14,0
I have errors with our account registration,25,2
show me the free number to contact Customer Support,10,2
can you show me the email to contact Customer Suppot?,10,2
"please, can you ask an agent how I can report problems making a payment?",5,2
I am trying to check if there is any updates on my refund,22,1
"I need information, what should I do to send an email to Customer Service?",10,1
"ask an agent to show me the fucking cancellation fees, please",20,2
where could I find the invoices from three months ago?,15,1
